         /\\\\            /\\\\  /\\\\\\\\\\\\     /\\\\\\\\\\\\\\\  /\\\\\\\\\\\
         \/\\\\\\        /\\\\\\ \/\\\////////\\\  \/\\\///////////  \/////\\\///
          \/\\\//\\\    /\\\//\\\ \/\\\      \//\\\ \/\\\                 \/\\\
           \/\\\\///\\\/\\\/ \/\\\ \/\\\       \/\\\ \/\\\\\\\\\\\         \/\\\
            \/\\\  \///\\\/   \/\\\ \/\\\       \/\\\ \/\\\///////          \/\\\
             \/\\\    \///     \/\\\ \/\\\       \/\\\ \/\\\                 \/\\\
              \/\\\             \/\\\ \/\\\       /\\\  \/\\\                 \/\\\
               \/\\\             \/\\\ \/\\\\\\\\\\\\/   \/\\\\\\\\\\\\\\\  /\\\\\\\\\\\
                \///              \///  \////////////     \///////////////  \///////////
			MULTI		   DIMENSIONAL 		ETERNO 	       INFINITO

ELIMINA EL ULTIMO PARENTESIS ) DEL LINK, NO ES PARTE DE EL

UNETE A NOSOTROS, AYUDEMOS A LA SOCIEDAD.
COMPARTE ESTE ARCHIVO LO MAS QUE PUEDAS.
https://www.facebook.com/groups/1222842638483075
https://t.me/MDEI_ORG


	ALERGOLOGIA - INFECTOLOGIA (folder)
		Diccionario de definiciones medicas breves.pdf (11.77 MB, shared as exported permanent file link: https://mega.nz/file/esZGBYTL#56aL1noy1JrIhhBjbYjiMU9Cz1AcdBSrKwAd9bJpUFc)
		Diccionario medico completo, ingles-español.pdf (1094.94 KB, shared as exported permanent file link: https://mega.nz/file/akxHnbzI#Y77k0cVR6hPktC-3i8uxXW98M41arQYEaELUReG5MsQ)
		diccionario_medico_conciso_y_de_bolsillo_un_panda_2ed.pdf (16.96 MB, shared as exported permanent file link: https://mega.nz/file/OkAl2ZpI#jBrD4YbxgkIHJjWdP-0tG8484Tryy80BcQRhoaKBQMA)
		ESCALAS DE EVALUACION.pdf (746.63 KB, shared as exported permanent file link: https://mega.nz/file/LkQQiIiQ#NqKe43BEihZ6uvu0uZHQ_XnEkTcA1bHqJGy70G9xg0M)
		Glosario De Términos Anatómicos.pdf (157.97 KB, shared as exported permanent file link: https://mega.nz/file/mgRxnK5C#EwZ1NF-xaPAZBEoUDV-ZY3s0M4WXMta-mtnsp5pmN-0)
		Guia Mosby de Exploracion Fisica 7a Ed.pdf (26.41 MB, shared as exported permanent file link: https://mega.nz/file/6pJWXToJ#PdzatdyHhfO72CAO8kG-jaUBv8oQWuc6bW4YNBg0a0I)
		INTERPRETACION CLINICA DEL HEMOGRAMA.pdf (254.56 KB, shared as exported permanent file link: https://mega.nz/file/7sQzQaRT#KHyoSP4k6tjCfWqVBcHusRk76nQRaUWA2RL5VFqq404)
		La-biblia-del-médico-general-Edición-2020_-Diagnóstico-y-tratamiento-de-las-cien.pdf (3.88 MB, shared as exported permanent file link: https://mega.nz/file/ixxGgZgA#JFayDcuEgwpTT4w9alrGbyeyet8TZlqy_G-Jb8Qs8Hk)
		Las enzimas.pdf (5.79 MB, shared as exported permanent file link: https://mega.nz/file/akJylSoZ#5m96bH8vnM8lHmfbU9ezpONCtkkZaN7PgafJzrSDxvw)
		Manual CTO 6ed - Epidemiología y estadística.pdf (1003.58 KB, shared as exported permanent file link: https://mega.nz/file/z8pxSBba#CGWzJUmHYcbs1ZHLbF7GLxHOvKn3mj_3BNH5YFPYpio)
		Manual CTO 6ed - Medicina preventiva.pdf (802.84 KB, shared as exported permanent file link: https://mega.nz/file/GlIngCiR#ojDfOae8jRhZtMgz9L6LUWBQU2dcAUf6j36Rjvt75Uo)
		Manual CTO 6ed - Paciente terminal y bioética.pdf (700.45 KB, shared as exported permanent file link: https://mega.nz/file/nkBzGDCB#IzN_VE6Lz7ptKB-q-QK3P7iPTaAKa8eHwZzbpe8xa4U)
		Manual de Medicina Interna calculos, scores y abordajes 2a Bartolomei.pdf (10.86 MB, shared as exported permanent file link: https://mega.nz/file/PsJg1QYC#wxSyOlqpvP6a4cpUt8iIJioZG1Km8FenaWX-dLau53w)
		Manual del Interno Criterios y Clasificaciones.pdf (1965.29 KB, shared as exported permanent file link: https://mega.nz/file/P8REgbrJ#dSd7kWyDQAYWeGrk2nu-C76gWSECTyr1i80247CHr1A)
		manual_interactivo_de_auscultación_cardiaca_y_respiratoria_opt.pdf (36.46 MB, shared as exported permanent file link: https://mega.nz/file/3lhh2TZC#yU-Wnr6A4sllPfbjwg50_CpeISa78gvheYSWzSv4cFg)
		Masson - Terminología Médica.pdf (170.29 KB, shared as exported permanent file link: https://mega.nz/file/75ggVTCT#6Zc9n6hTwP4J3anVQ4NsoPlxGW_7QvpYMsl95W9kTD4)
		Notas de Valoracion de Liquidos y Electrolitos.pdf (10.14 MB, shared as exported permanent file link: https://mega.nz/file/jwZBzZgT#RbWPwBgiVQ1WvBz1h5JdA_NdPoj508yw9Oxv-04WuuM)
		PREGUNTAS Y RESPUESTAS MEDICINA.pdf (2.13 MB, shared as exported permanent file link: https://mega.nz/file/CoxWnL4Y#ckV9lRKVwjqEtFVKLuWsVSo7wthTzFa5F7I2ShqwQOY)
		Reglas Mnemotecnicas AMIR.pdf (4.73 MB, shared as exported permanent file link: https://mega.nz/file/isRFga7K#TQjd89gyXOl0-ulkSBDKwih8CwHhdoHB3qA9an3dVsA)
		Saldaña - Manual de Terminología Médica.pdf (1066.43 KB, shared as exported permanent file link: https://mega.nz/file/u8x2RZ4B#KtgBXw8SVgRR2ZTgZkim7yv1pS6eaYzQwe9rdAHM3H0)
		sarampion_rubveola_parotiditis.pdf (73.87 KB, shared as exported permanent file link: https://mega.nz/file/ytYgWQSb#ALRfHeeaSlS6noByg5cNhYqfwKK9pY_Ilcr2mmYyEec)
		Sonidos Respiratorios.pdf (141.16 KB, shared as exported permanent file link: https://mega.nz/file/G8B13SjT#xUhL5WbQh2JeV2DdmWArjqvAasojGsn0BJmCYcJYURs)
		TERMINACIONES MÉDICAS.pdf (15.46 MB, shared as exported permanent file link: https://mega.nz/file/GxYzlThC#1XqRHDq41TeOvSfzNCxw52_fXUwnluMhg_uBQTTr2v8)
		Urianalisis.pdf (1534.48 KB, shared as exported permanent file link: https://mega.nz/file/X0pxHDCb#_BUTjWeRavpG4Amqt-QmLgTAOL9wi3gRZ3ILQ4hbfIM)
	REUMATOLOGIA (folder)
		18 REUMATOLOGIA.pdf (46.66 MB, shared as exported permanent file link: https://mega.nz/file/HpZT0CCb#NZpkkqrYFdJXi8rZUXecYIMkT33-DKxYzZUHA2QgrL8)
		CTO España. 11ra ed. Reumatología.pdf (13.30 MB, shared as exported permanent file link: https://mega.nz/file/j5hWwSoQ#9qd6BRp92zx__OeFBzyyZagqtBkOBaFAXuQVrY7qlFI)
		Manual AMIR. 12da ed. Reumatología.pdf (11.60 MB, shared as exported permanent file link: https://mega.nz/file/y4A2xJSA#KMeunqmBlfEHreI8MSooxm5Ir6ASD1bM9GcRnBTY6OQ)
		Manual CTO 6ed - Reumatología.pdf (2.60 MB, shared as exported permanent file link: https://mega.nz/file/XgJCxR7J#qlEDo0lal9J9fwcbIbaiTkIN3IN9Dna7Wx1HXcLlUo8)
		Reumatología - AMIR 2ed.pdf (1896.95 KB, shared as exported permanent file link: https://mega.nz/file/XpQl2CwZ#xafWvGqKJf83SbPL8tNRsOgrTQVuuKO-lcYiWaNR2Rg)
		Reumatología CTO 3.0.pdf (82.79 MB, shared as exported permanent file link: https://mega.nz/file/fgIXATaC#WDmBxXNcQ1-B9uXa2-hSBFTk1W0e0S42m6tbrOIxCGg)
		Reumatología Diagnóstico y Tratamiento - Francisco Ramos.pdf (11.98 MB, shared as exported permanent file link: https://mega.nz/file/PgR0ib5D#wpeMzoPapVKJzg_N7UiSvIWd8w9COzjpSVSAqx44vio)
		Tratado de Reumatologia Vol 1 - Kelley 2ed.pdf (14.86 MB, shared as exported permanent file link: https://mega.nz/file/agoSCZbD#PVxu9d0LGz9mYIZhr_jWRXWQhOZPyUeAlqdz6eDK7zY)
		Tratado de Reumatologia Vol 2 - Kelley 2ed.pdf (12.08 MB, shared as exported permanent file link: https://mega.nz/file/vpBSkKBD#zed5zfCDunorNRrKUZVAP8xV-OKuux5pqrnLncLcGH8)
		Tratado de Reumatologia Vol 3 - Kelley 2ed.pdf (10.69 MB, shared as exported permanent file link: https://mega.nz/file/6sR0FYKR#eVtB4PdOmcSArxRpFSvWTXDVBb7cZnyYNj5kCJYmfsw)
		Tratado de Reumatologia Vol 4 - Kelley 2ed.pdf (14.96 MB, shared as exported permanent file link: https://mega.nz/file/60hxjbzI#HeT8t_vInkYesz56UeSmRLuCwHDBnHGc_FZqmZOpc18)
	SEMIOLOGIA (folder)
		Bates - Semiología 11ed.pdf (43.71 MB, shared as exported permanent file link: https://mega.nz/file/CoxUwC7K#Mr9fE_gUNgPlMqcjbTacedYpHdJAUj0ASTfTpAJIsBg)
		Copia de Tratado de Semiologia. Anamnesis y Exploracion Clinica 7a Ed_booksmedicos.org.pdf (76.01 MB, shared as exported permanent file link: https://mega.nz/file/fkhE3TBD#7CY665lEKUmzS_RCE-o9pIWsko1AhwBIdDHglb1VbSI)
		Manual Merk de Signos y Sintomas del Paciente - Porter 1ed.pdf (23.38 MB, shared as exported permanent file link: https://mega.nz/file/GoYjlDwC#x7nKrIce13yh--SKf4mMEGOPkD5iMyvjMEv7i9HA3Lw)
		Propedéutica clínica y Semiología médica de Navarro Tomo II.pdf (14.01 MB, shared as exported permanent file link: https://mega.nz/file/q1B0nA4b#z2htppe6dvjGh9sXJa8DD4WNdtDfDkpREoqs1znQLVE)
		Semiología Médica y Técnicas de Exploración Surós 8va Ed.pdf (94.34 MB, shared as exported permanent file link: https://mega.nz/file/2hg0jJbK#U35Vljmxpyy3xl9ia98KMQzb2Be4U--OnPWQiR6RPAE)
		Semiología Quirúrgica - Bailey 2ed.pdf (80.30 MB, shared as exported permanent file link: https://mega.nz/file/KswHWQ7J#IoCqmoITeDROiIMloayYH5bOZ3dYLpVNTFpEnW_rs1A)
		Síntomas y signos cardinales de las enfermedades.pdf (25.24 MB, shared as exported permanent file link: https://mega.nz/file/ztZWzZYQ#5srCO8SrPoB51CXxzcOoVAI-YNlypKvlxSEz-aOHHko)
		Yuluka Semiología médica integral - Duque 1ed .pdf (21.63 MB, shared as exported permanent file link: https://mega.nz/file/zwgkiLSD#e-YGW0m4ez1bnuM3hlaaZ9hCOEwGX_MseGTjwvQsur0)
	URGENCIAS (folder)
		Abordaje del paciente con sepsis en urgencias-Jaimes 2018.pdf (456.28 KB, shared as exported permanent file link: https://mega.nz/file/Lto01Iaa#Tp5dn42ZrKFnAv0XNtGWvE6jqxsIdw-V136Z5c_XmU4)
		CTO España. 11ra ed. Urgencias.pdf (3.01 MB, shared as exported permanent file link: https://mega.nz/file/al4mzSKD#MPAmtwNQYmAJdyPZhDi-bFN4cZhTarb4QY91oN_OpsE)
		De Bolsillo, Atención Cardiovascular de Emergencia - American Heart Association 2010.pdf (76.94 MB, shared as exported permanent file link: https://mega.nz/file/20pkHZiL#e_GmdXmymK9-3I5RRQbRSPMURHJroRuD5rySjEBN5-Y)
		El Libro de la UCI 3a Marino.pdf (16.25 MB, shared as exported permanent file link: https://mega.nz/file/2pBHULBJ#LGKBRLc9YFLAQEEDooHiBzntpWv4gyFBghgqIgh3mSQ)
		Jaimes Guia sepsis urgencias colombia.pdf (535.44 KB, shared as exported permanent file link: https://mega.nz/file/PtZFjbAZ#XbMzg2QlTnBsSCr46nKWouEZuCFkjqaUJCwPbhbxV9U)
		Manual de medicina prehospitalaria de urgencia.pdf (12.74 MB, shared as exported permanent file link: https://mega.nz/file/y4QDASZI#OmArFGc4Kx3jHC_XHvZ2hehS6-7c2dvU08thZ7ylfGg)
		Manual de Urgencias Cardiovasculares - Instituto Nacional de Cardiología ''Ignacio Chávez'' 3ed.pdf (6.95 MB, shared as exported permanent file link: https://mega.nz/file/D1BGmCrb#-2OTaj_fAazlbQ2IGJzOY2Hp-uaHuBsHZV54pbzLBnM)
		Manual Washington de Medicina de Urgencias 2018.pdf (11.06 MB, shared as exported permanent file link: https://mega.nz/file/y5o01TxS#lnZbUDk-pDjMef-FrMxO14vjvKJem2M-i2AuqCZ7c0U)
		Manual-de-urgencias-3ed-Bibiano.pdf (13.81 MB, shared as exported permanent file link: https://mega.nz/file/vgI3CLLY#tXik95TS5DkgiVOsN5iIVvqn1HCtFd98AqWrROZtRi4)
		Manual_Practico_Urgencias_Medicina_Interna.pdf (1334.15 KB, shared as exported permanent file link: https://mega.nz/file/esxFiDwA#IlplYjkdtWD8a__Cjnou6EhlGSi2xyNjYs2FLov-maU)
		Medicina de urgencias.pdf (17.70 MB, shared as exported permanent file link: https://mega.nz/file/b1p3DbLa#XFedpdM92Hipq073j6q--GlwnYa9Q2ho7CvAiFuGqRQ)
		Netter Atlas de Procedimientos del Servicio de Urgencias.pdf (6.04 MB, shared as exported permanent file link: https://mega.nz/file/nkQwlBCZ#oztZvrxnWO3zoUJcCIOG6J4s-NJtv9xy3HNbodeAzU8)
		Radiología_de_urgencias_y_emergencias_Tercera_edición_Nigel_Raby (1).pdf (145.12 MB, shared as exported permanent file link: https://mega.nz/file/TsgiEbAT#szOaPGhPD1NEvr5O5Gi_9jfIZsE_P3-dvV0Di4P5xx0)
		The Washington Manual of Critical Care Third Edition 2018.pdf (15.30 MB, shared as exported permanent file link: https://mega.nz/file/TgZjBSaS#ikbcPoMNLnN1R-qwL3DOl-G0Njvfsn5r52eCTA9GZ2w)
		Trauma Toracoabdominal.pdf (837.80 KB, shared as exported permanent file link: https://mega.nz/file/6sgmiJaB#YIOsbCKTl9AVqW4c84VAcOKTSqdT8dqPZ4MCBSnjaKg)
		Zubiran - Manual de Terapeutica Medica y Procedimientos de Urgencias 6ta Ed.pdf (15.39 MB, shared as exported permanent file link: https://mega.nz/file/XtZURIpZ#WQFyb89KDfoDbrsZNZzkqErzq7NrQN7vszmtLtlauyo)
	UROLOGIA (folder)
		CTO España. 11ra ed. Urología.pdf (6.51 MB, shared as exported permanent file link: https://mega.nz/file/ikoFlASZ#PvU7CSQezz5J5Uxy7Iavwu_Ag9wFxdJmFTojyahIMt4)
		CTO México 5ta ed. Urología.pdf (91.91 MB, shared as exported permanent file link: https://mega.nz/file/7oZQGbDT#mWmp8goQnM2Nh_aEsayundpy4IxgY48OV-TfStYUsuQ)
		Ecografia de prostata_Rifkin.pdf (144.48 MB, shared as exported permanent file link: https://mega.nz/file/qtRhEByQ#jSaKOq28rhR3V9o6-8gRtE14Vcb9XujgqGX99CIL51o)
		LIBRO DEL RESIDENTE - UROLOGIA.pdf (21.43 MB, shared as exported permanent file link: https://mega.nz/file/ishhmZST#L4LsnGQn0sGvBRns_Q2xzhH-ZwA4t_4EIQXp7E1U2qs)
		Manual AMIR. 12da ed. Urología.pdf (11.40 MB, shared as exported permanent file link: https://mega.nz/file/7sIx0ZpY#qZdNikrBeS9B0fXN4l4jTxPf2ZqYB025dcw9ZIU2s6Y)
		Manual CTO 6ed - Urología.pdf (1794.62 KB, shared as exported permanent file link: https://mega.nz/file/mghwmTgB#ocMjrnTcOFoSRcgS8IcneHmUAWrPydZwwrn6ZEBU36s)
		Urologia.Smith.y.Tanagho.18ª.Ed.pdf (278.60 MB, shared as exported permanent file link: https://mega.nz/file/mwI3VARA#pKfktkBF1rZfzTzPlcaHCe1Jda_0C0XwPjinUcbr2mw)
		Urología - AMIR 2ed.pdf (2.79 MB, shared as exported permanent file link: https://mega.nz/file/vh5AyJbL#DSs9LAy8SsIb7TaNCrGOWEJGeJEjv75Nl71EqUztMXM)
		Urología CTO 3.0.pdf (39.92 MB, shared as exported permanent file link: https://mega.nz/file/btpWQIgb#6FNPHRtE47qXYbINExk3II2FScBdte_x8PmoJpzjYuE)
		Urología_drcristiangrillo.pdf (5.72 MB, shared as exported permanent file link: https://mega.nz/file/nkYF0bBT#zhSOt-2XpLs1iQV3_iPQtvkJ3shxc5lwODuZtWdlP50)
	• Instagram - @Med_post  (74.23 KB, shared as exported permanent file link: https://mega.nz/file/TsQGhYpZ#isaObn2Itx2NrtVOYAnXKm22O5aJwTImtRhNv5_XXeU)
	• Instagram @DrJimmyJr (1377.25 KB, shared as exported permanent file link: https://mega.nz/file/eoxESDYA#ZMJPgzhogBzkRaV2rO2THK-m3M-UTykUlW4XYhmDn9Y)
ESPAÑOL (folder)
	ACLS, BLS, Reanimación neonatal y similares (folder)
		ATLS Soporte Vital Avanzado en Trauma 9a Edicion.pdf (86.29 MB, shared as exported permanent file link: https://mega.nz/file/D1xgCRxC#GF8Jd9uprupAQmrIbMAxWkD1OPpZeh13U6GVXUY_o_s)
		Escala de coma de Glasgow español.pdf (7.03 MB, shared as exported permanent file link: https://mega.nz/file/vwYyhSba#bp1zry9KbOFRPcVJ5dhXYM1XGGg6vN-uooGMMlxBkM0)
		Libro de bolsillo de Atencion Cardiovascular de Emergencia de 2015.pdf (19.02 MB, shared as exported permanent file link: https://mega.nz/file/rxw1QKAC#G0JfqHRRzhUbvMI2mq5M4cLAO971KGJOwEjLdFB_4wo)
		REANIMACION-CARDIOPULMONAR-AVANZADA-Artículo.pdf (2.00 MB, shared as exported permanent file link: https://mega.nz/file/3kpQCR5J#bZrbz_UySR4kPlTDQkFzcxm4lzgiUlsoCDOtcJBeAG0)
		Reanimación neonatal 7a edición.pdf (199.96 MB, shared as exported permanent file link: https://mega.nz/file/H4QEUCza#VAusRCvfCylwqpvp253EeZ6OXrXyszeodUNIrhTkWa8)
		Soporte Vital Cardiovascular Avanzado (ACLS) - Manual del provedor.pdf (36.29 MB, shared as exported permanent file link: https://mega.nz/file/qw4GWIKI#URz8ZJtnfLN4pytcTqIYDTTqf5__fYdQtrxokhaflHg)
	Anatomía (folder)
		Neuroanatomía (folder)
			Netter_Neuroanatomia_Esencial.pdf (92.63 MB, shared as exported permanent file link: https://mega.nz/file/vpIyyayQ#qgQ7HyfYfWzkUxIDmqLkon6V_EwT6YAjHHJweoGQsoo)
			Neuroanatomia Waxman 26ed.pdf (55.11 MB, shared as exported permanent file link: https://mega.nz/file/6kAV0RwS#gSenPFFy9LL7QncT9mPZia3hVfPSDO2eL3V5L8vQ_Mk)
			Neuroanatomía 5ta ed (2016) - Crossman.pdf (104.09 MB, shared as exported permanent file link: https://mega.nz/file/y05AXbDB#Ji9fegy-xigxohOIYsLc3dASe3QYKL4ttC4JTw8PKLA)
			Neuroanatomía - Carpenter 4ed.pdf (89.74 MB, shared as exported permanent file link: https://mega.nz/file/vhAwnZDI#Dtw-3t9agFKCBJ-h4qg7M6kxT1UpPy8pGf0HJsUCn48)
			Neuroanatomía Clínica y Neurociencia - Fitzgerald  6ed.pdf (112.48 MB, shared as exported permanent file link: https://mega.nz/file/r9REUACa#1BCQct30Ti78nTaJaR0wWz7TgWlan1qZEZXr8qupgcQ)
			Neuroanatomía Funcional - Afifi 2ed.pdf (208.90 MB, shared as exported permanent file link: https://mega.nz/file/D4JSSbpa#_GhIO4j6yttNc_lDx9fxKjH_eeLb7xHkAhKJA3_hkAc)
			Neuroanatomía Humana- Ojeda.pdf (97.71 MB, shared as exported permanent file link: https://mega.nz/file/ekZkTYrB#rb7wd8oBRn8RFVHQHJiuB1pu95_PjUmK5pjunEIvMuU)
			Neuroanatomía Texto y Atlas - Crossman 3ed.pdf (55.02 MB, shared as exported permanent file link: https://mega.nz/file/vlIRSbpB#bTdctIXAaQOyqMOkpZwDE9tRClf0u2j5dCPG5sYNTsk)
		agujeros_de_la_base_del_crneo.pdf (827.78 KB, shared as exported permanent file link: https://mega.nz/file/CloyWD7D#848umllD7JPcZFfnqf4qvylUSze7Uvaxwld7hgLVG3o)
		Anatomia - ROUVIERE - TOMO1.PDF (54.36 MB, shared as exported permanent file link: https://mega.nz/file/PxwBUAza#WhGsCPsbkArnXmgXL5-RndTNbxFPByKCEf4FAc7b-6w)
		Anatomia - ROUVIERE - TOMO2.PDF (61.22 MB, shared as exported permanent file link: https://mega.nz/file/SkJCABzQ#YDJtX-zZhVWDfBV-R4g6OBS8gbQ4Lwa4-ozLIOw_cTk)
		Anatomia - ROUVIERE - TOMO3.pdf (58.48 MB, shared as exported permanent file link: https://mega.nz/file/GtZ2WKQI#eiXfXz38jS6UoWu9l917ZjN46oNzdWJatUmxa9dSAAs)
		Anatomia - ROUVIERE - TOMO4.pdf (33.94 MB, shared as exported permanent file link: https://mega.nz/file/ftQ1iR6b#t8Xr-ngujEy-LjLMq9kXDbra-doj6hvJgNkw2qaZpNM)
		Anatomia con Orientacion Clinica 8a Edicion - Moore.pdf (184.18 MB, shared as exported permanent file link: https://mega.nz/file/vlxVFaja#0vM-8GeDTbzYlNhbQlfsRw4wJTLrLchK70zZ-sPUFj8)
		AnatomÃ­a - Latarjet 4ed (Tomo 1).pdf (356.17 MB, shared as exported permanent file link: https://mega.nz/file/asBQyYiZ#ymnURrucEENlp3HdtRxd7V-oA9LPhRPCw8x6MhEG1GM)
		AnatomÃ­a - Latarjet 4ed (Tomo 2).pdf (75.32 MB, shared as exported permanent file link: https://mega.nz/file/u9Y1gDhK#97vI_0kC7vqQt1-PC9ZRhNMcjyRnmBYD9GaWYX1dQ70)
		AnatomÃ­a - Sobotta (Puras imÃ¡genes).pdf (55.81 MB, shared as exported permanent file link: https://mega.nz/file/z44SxAAQ#ma1F7lkeB3uja8ryTvkLTUJeme_uBemAZSFkJbxWQdI)
		AnatomÃ­a TopogrÃ¡fica - Testut, Jacob.pdf (247.24 MB, shared as exported permanent file link: https://mega.nz/file/y1BQzbAA#Shn1RbY2kec82NqSeFNLY9m8HmP1rgygnj8_QvmwJtM)
		Anatomía - Lippert.pdf (200.29 MB, shared as exported permanent file link: https://mega.nz/file/2soW0DiC#J_e4fMMywzAJYpf884xeuCUHOOBhXruhD9OMwmKNkfs)
		Anatomía - Netter 5ed.pdf (131.22 MB, shared as exported permanent file link: https://mega.nz/file/ypY3QCja#tCdVHPSts3Igr1MiJ4XjHAQN-BuzJGfMnPqmbV4CUBk)
		Anatomía Clínica - Netter.pdf (66.79 MB, shared as exported permanent file link: https://mega.nz/file/C05jkZDJ#5m1W9-Jxj3mjAOQla60xfchfhuEFgqBh1bx32ubyErM)
		Anatomía Humana - Martini 6ed.pdf (54.30 MB, shared as exported permanent file link: https://mega.nz/file/3xIggJTB#ifh1zTOE0f5mdczwBIjDAlfs5cxir2HNQlcJa0AV7QA)
		Anatomía Tomo 1 - Quiroz.pdf (40.53 MB, shared as exported permanent file link: https://mega.nz/file/esQ3gK6Y#Znf2VUE0GKpS4sRF0WDhKdoqcZQF3mdGQVBZT_58hck)
		Anatomía tomo 2 - Quiroz.pdf (42.62 MB, shared as exported permanent file link: https://mega.nz/file/C4JA2L7K#lG9tcVbVmtSYnSXPy8poGuxc-Vyos2Ve7YlXIUNhmlE)
		Anatomía Tomo 3 - Quiroz.pdf (51.29 MB, shared as exported permanent file link: https://mega.nz/file/P1x3mT4S#FJ2fBbT0GH3PCx_FG5DI-bW80p6iLsgOfczIs9nj3Yw)
		Atlas de Anatomia I Aparato Locomotor - Werner Platzer 7ed.pdf (99.15 MB, shared as exported permanent file link: https://mega.nz/file/3woXnQgI#8qxjvs1Pc928veSc3FhpJ7CbfvVn6BOctFS9JL3kHsU)
		Atlas de Anatomia II Organos Internos - Werner Platzer 7ed.pdf (93.98 MB, shared as exported permanent file link: https://mega.nz/file/bgRVRTKL#ftN17cHAzvFUe94a6imDAKa38vaT2K55kTFIVyCgMNM)
		Atlas de Anatomia III Sistema Nervioso y Organos de los Sentidos - Werner Platzer 7ed.pdf (92.25 MB, shared as exported permanent file link: https://mega.nz/file/D0hRgQzA#3IIqi0ukPFCn6vZqNBQB4mtqqhv6OXlwgBIi6gkhTiI)
		Atlas de AnatomÃ­a Humana - Rohen Yokochi 6ed.pdf (62.29 MB, shared as exported permanent file link: https://mega.nz/file/W5o3wDJI#ZWumruwGaDEeUdRzVuvtUGJU2_uje6yZ7hfIlIHqjcM)
		Atlas del Cuerpo Humano - Frederic Martini.pdf (10.95 MB, shared as exported permanent file link: https://mega.nz/file/f9gnDYZC#5_oYnxqzWp6YGttrpOyzjOsOR1CU3Z4Gx60wyGv93u8)
		Atlas Fotográfico de Anatomía_.pdf (16.45 MB, shared as exported permanent file link: https://mega.nz/file/j0QgTSaa#NPspo-7q_5993S8D7O52B-N_R_NzsOEqhN2uxCfZLb4)
		Compendio de Anatomía Descriptiva - Testut, Latarjet.pdf (90.93 MB, shared as exported permanent file link: https://mega.nz/file/P1ZVBaBD#zIM2uRhlKQrjnb7rTbHQC0RVdpopEn65ivzL3bgf7Qo)
		Gray Anatomia para Estudiantes 3ed medilibros.com.pdf (135.72 MB, shared as exported permanent file link: https://mega.nz/file/yxASACqT#AYzEAPUyMswO0Kb1vhriq4TSak0d-YEczerNr8CpEaE)
		GRAY_Anatomia_Basica_opt[Librosmedicospdf.net].pdf (82.76 MB, shared as exported permanent file link: https://mega.nz/file/y0wD2bbC#h7sicZqia_s5ByQVv-vqhlY7BELHS2whblEXtthcbOA)
		Gray_guia_fotografica_de_diseccion_del_cuerpo_humano.pdf (89.94 MB, shared as exported permanent file link: https://mega.nz/file/T0Y3RTZR#O2k1vKjmoLU0bTVTCbQkC3pvKAq_x6uWXnxU0U0wRNk)
		Manual y Atlas Fotográfico de Anatomía del Aparato Locomotor.pdf (147.39 MB, shared as exported permanent file link: https://mega.nz/file/ihYn1TRT#Or7GgOuhEwwtV7jCgdo06rl6gFmp6mCM8NMco6S9ab8)
		Moore Anatomia con orientacion clinica-7 ED-ÁREA 51.pdf (81.53 MB, shared as exported permanent file link: https://mega.nz/file/PpgmyAaT#re05kdImxESFeiPz1W3SQFV9yl-oe50ERRlSydYaaQ4)
		Nomenclatura Anatómica Ilustrada - Feneis 5ed.pdf (137.00 MB, shared as exported permanent file link: https://mega.nz/file/r5wT1TpA#NdWKwuwp5_wRC0hou8oW_D7ZQvSSnhpKSVTvvR4p8mE)
		Prometheus Tomo 1 - AnatomÃ­a General y Aparato Locomotor.pdf (124.94 MB, shared as exported permanent file link: https://mega.nz/file/Kt51Da6a#nUZLSq0Qq6Rv-KBM-v_ecCMvfWl-UJ6pwX5KXhjQJdo)
		Prometheus Tomo 2 - Cuello y Organos Internos.pdf (66.62 MB, shared as exported permanent file link: https://mega.nz/file/fhAgxLJa#W2hOKwQ6yppTwAPr8xcKsbgvjOAPLbHN1hj2w-NEqtE)
		Prometheus Tomo 3 - Cabeza y Neuroanatomia.pdf (149.01 MB, shared as exported permanent file link: https://mega.nz/file/ipwQ1BYK#mTK1JkdHiWN3JQ1q5SAMFY9XcjsWjZYLZSuqIr2Rry8)
		Repaso de Anatomía Preguntas y Respuestas - Gray .pdf (209.24 MB, shared as exported permanent file link: https://mega.nz/file/j4AhnBYY#hUe2jdzPYsewjvCjQPqV-Psx4qPWiX6t6Rc_BfwFdHY)
		TESTUT LATARJET 4 EN 1.pdf (343.42 MB, shared as exported permanent file link: https://mega.nz/file/SgpGwD7Y#PRJqhQexcA4Aecw1cl-a33LS1cCP1YTbVaklbq6ZolE)
	Anatomía y fisiología (muy básicos) (folder)
		Anatomía y Fisiología -Saladin 6ed.pdf (40.45 MB, shared as exported permanent file link: https://mega.nz/file/b9YTFLIC#yT6KTCDOC-ioFnTP2W0me52mY9MwKhEmLbpPE0Qa2wI)
		Anatomía y fisiología en la práctica médica.pdf (1360.19 KB, shared as exported permanent file link: https://mega.nz/file/T4RAmYyJ#bY_dfBvkgnYo3HIR6BrULY5ZRipkHNvftRUsWdhoESE)
		Tortora - Anatomia y fisiologia humana.pdf (189.85 MB, shared as exported permanent file link: https://mega.nz/file/ShRBzY7T#IK73oK2HDnCWbLRSJiJNYnuUbPspv9hTFtIKGKk2Rqg)
	Anestesiologìa (folder)
